suburb_ssc,suburb,suburb_id,Males - Total (no.),Females - Total (no.),Persons - Total (no.),Total population aged 15 years and over (no.),Median Household Weekly Income,Weekly median advertised rent,Non-School Qualifications (no.),Postgraduate Degree (no.),Graduate Diploma/Graduate Certificate (no.),Bachelor Degree (no.),Advanced Diploma/Diploma (no.),Certificate (no.),Labour Force (no.),Employed (no.),Unemployed (no.)
SSC12389,Lorn,1174,638,699,1337,1072,1527,0,89,63,29,193,121,223,691,663,28
SSC12395,Louth Park,1175,347,310,657,507,2694,0,30,17,12,73,62,119,390,362,28
SSC12396,Lovedale,1176,246,238,484,405,1775,0,36,23,0,67,63,97,256,247,9
SSC12409,Lower Mangrove,1177,42,27,69,62,1416,0,8,3,0,9,3,11,26,26,0
SSC12412,Lower Portland,1178,299,296,595,485,1569,0,83,14,9,32,41,134,302,290,12
SSC12419,Luddenham,1179,900,925,1825,1405,2234,650,159,34,5,132,128,341,985,961,24
SSC12420,Lue,1180,101,92,193,155,825,0,28,3,0,7,10,34,85,81,4
SSC12421,Lugarno,1181,2755,2853,5608,4627,2168,580,335,231,110,891,542,887,2909,2800,109
SSC12422,Lurnea,1182,4548,4765,9313,7071,1068,420,1158,103,29,505,529,1129,3158,2809,349
SSC12430,Macksville,1183,1231,1367,2598,2128,886,370,353,22,17,105,125,499,899,820,79
SSC12431,Maclean,1184,1234,1392,2626,2304,824,378,331,31,27,188,153,509,855,768,87
SSC12432,Macmasters Beach,1185,635,660,1295,1081,1755,0,76,56,38,232,133,209,641,617,24
SSC12433,Macquarie Fields,1186,6607,7110,13717,10586,1211,383,1304,534,70,1113,785,1823,5666,5063,603
SSC12434,Macquarie Hills,1187,1640,1668,3308,2552,1930,0,141,65,53,329,248,735,1828,1727,101
SSC12435,Macquarie Links,1188,687,675,1362,1068,2635,0,88,78,19,243,105,131,771,740,31
SSC12436,Macquarie Marshes,1189,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0
SSC12437,Macquarie Park,1190,3906,4234,8140,7281,1631,0,771,1178,127,2200,584,443,4521,4018,503
SSC12439,Maddens Plains,1191,4,0,4,4,0,0,0,0,0,0,0,0,3,0,3
SSC12441,Magenta,1192,103,101,204,178,1968,0,9,9,5,32,30,31,95,92,3
SSC12443,Maianbar,1193,247,258,505,419,2055,0,19,31,9,85,53,96,303,293,10
SSC12444,Maimuru,1194,65,70,135,105,1303,0,10,3,0,7,5,31,76,73,3
SSC12445,Main Arm,1195,307,281,588,471,1006,0,92,15,11,75,43,97,263,244,19
SSC12448,Maison Dieu,1196,95,85,180,149,2091,0,22,0,0,12,5,35,87,84,3
SSC12449,Maitland,1197,902,981,1883,1609,1040,345,223,39,22,167,136,343,837,748,89
SSC12451,Maitland Vale,1198,76,63,139,105,2449,0,10,3,3,21,7,27,67,64,3
SSC12453,Malabar,1199,3518,1908,5426,4779,1471,1000,2033,220,48,502,268,542,1712,1629,83
SSC12455,Mallabula,1200,484,445,929,753,968,0,102,5,4,36,63,226,378,342,36
SSC12457,Mallanganee,1201,88,65,153,139,743,0,17,6,0,3,6,33,56,51,5
SSC12460,Maloneys Beach,1202,176,197,373,312,1018,0,31,0,3,26,29,89,139,133,6
SSC12461,Malua Bay,1203,971,962,1933,1627,1137,0,213,56,39,187,136,413,790,741,49
SSC12467,Mandurama,1204,185,172,357,302,949,0,60,6,3,29,30,59,157,147,10
SSC12468,Mangerton,1205,1466,1393,2859,2346,1671,0,244,188,71,467,225,431,1449,1335,114
SSC12469,Mangoola,1206,25,24,49,38,762,0,8,0,0,3,0,13,23,23,0
SSC12472,Mangrove Mountain,1207,361,353,714,578,1471,0,48,11,10,65,57,137,370,367,3
SSC12473,Manildra,1208,375,389,764,610,1264,0,101,3,3,30,32,151,353,334,19
SSC12474,Manilla,1209,1231,1316,2547,2096,837,0,357,13,9,90,125,435,884,800,84
SSC12475,Manly,1210,7889,7975,15864,13810,2449,1475,1780,1732,367,4468,1345,1234,9346,8978,368
SSC12476,Manly Vale,1211,3020,3147,6167,4965,1959,950,527,375,151,1209,568,764,3474,3327,147
SSC12477,Mannering Park,1212,1214,1253,2467,2017,1187,390,195,18,17,115,138,536,1130,1036,94
SSC12478,Manning Point,1213,132,116,248,225,686,0,45,4,3,11,11,50,57,45,12
SSC12482,Manyana,1214,275,249,524,466,947,0,58,15,3,44,34,145,212,194,18
SSC12484,Maraylya,1215,626,615,1241,962,2133,0,77,34,13,116,82,287,659,637,22
SSC12485,Marayong,1216,3806,3903,7709,6188,1408,390,569,266,53,810,546,1121,3665,3366,299
SSC12487,Marchmont,1217,106,124,230,171,2555,0,6,12,3,32,23,35,127,127,0
SSC12488,Mardi,1218,1776,1904,3680,2863,1637,0,321,71,35,348,255,672,1758,1640,118
SSC12492,Marks Point,1219,870,952,1822,1533,955,0,157,29,19,132,115,423,762,703,59
SSC12498,Marmong Point,1220,382,375,757,630,1575,0,51,24,9,85,64,177,392,369,23
SSC12500,Maroota,1221,313,309,622,475,1761,0,74,13,0,37,48,118,299,293,6
SSC12501,Maroubra,1222,14858,15829,30687,25712,1722,883,2815,2560,520,6058,2274,3079,15267,14446,821
SSC12502,Marrangaroo,1223,680,234,914,817,1861,0,472,3,3,37,35,105,250,243,7
SSC12503,Marrar,1224,193,176,369,288,1476,0,29,8,0,25,25,76,198,198,0
SSC12504,Marrickville,1225,13030,13556,26586,22811,1814,750,3025,2111,585,5405,1876,2461,14782,13960,822
SSC12505,Marsden Park,1226,543,461,1004,853,1161,550,150,17,5,75,45,152,450,432,18
SSC12506,Marsfield,1227,6335,6957,13292,11464,1641,695,1078,1620,233,3043,991,1057,6481,5988,493
SSC12511,Martins Creek,1228,183,202,385,303,1446,0,45,3,6,27,28,90,175,168,7
SSC12512,Martinsville,1229,186,180,366,315,1702,0,43,21,5,67,30,67,177,170,7
SSC12513,Marulan,1230,606,570,1176,925,1143,0,103,7,4,63,60,253,522,492,30
SSC12514,Maryland,1231,3795,3898,7693,6057,1501,0,384,151,76,557,490,1651,4003,3740,263
SSC12517,Maryvale,1232,99,98,197,154,1468,0,21,3,4,14,12,34,94,90,4
SSC12518,Maryville,1233,723,725,1448,1216,1503,0,88,84,48,263,121,248,824,779,45
SSC12519,Mascot,1234,7437,7334,14771,12808,1955,680,1350,1222,174,2924,1149,1560,8658,8209,449
SSC12520,Matcham,1235,503,484,987,772,2700,0,62,63,18,160,90,134,477,465,12
SSC12522,Mathoura,1236,466,472,938,785,840,0,107,5,4,33,44,189,388,365,23
SSC12523,Matong,1237,93,70,163,139,1291,0,30,0,4,12,8,24,74,71,3
SSC12524,Matraville,1238,4761,5044,9805,8066,1713,0,953,429,98,1200,743,1353,4808,4580,228
SSC12530,Mayfield,1239,4634,4673,9307,7867,1178,0,818,309,126,1135,673,1715,4778,4345,433
SSC12534,Mayfield East,1240,832,861,1693,1450,1319,0,124,85,18,268,121,312,933,861,72
SSC12536,Mayfield West,1241,1000,898,1898,1565,1310,0,123,53,20,191,133,397,966,895,71
SSC12538,Mays Hill,1242,401,368,769,600,1639,0,95,43,10,131,50,59,344,306,38
SSC12549,Meadow Flat,1243,155,158,313,240,1721,0,25,11,8,32,24,63,148,148,0
SSC12550,Meadowbank,1244,2180,2230,4410,3867,1704,0,213,738,99,1331,332,345,2931,2735,196
SSC12553,Medlow Bath,1245,302,312,614,538,1117,0,45,26,18,94,73,120,317,298,19
SSC12554,Medowie,1246,4776,4795,9571,7285,1762,470,711,125,93,614,847,2203,4731,4481,250
SSC12555,Medway,1247,61,63,124,92,1562,0,18,4,0,8,4,29,53,53,0
SSC12557,Megalong Valley,1248,81,69,150,123,1145,0,24,3,3,21,8,21,65,61,4
SSC12560,Melinga,1249,50,55,105,93,1399,0,12,0,0,5,4,19,44,41,3
SSC12563,Melrose Park,1250,801,777,1578,1215,2091,0,71,89,30,275,147,187,781,742,39
SSC12567,Menai,1251,5050,5254,10304,8221,2238,700,526,388,151,1366,977,1734,5963,5721,242
SSC12568,Menangle,1252,556,591,1147,997,1521,0,133,29,8,108,102,226,524,514,10
SSC12569,Menangle Park,1253,135,118,253,199,1462,0,20,3,0,8,22,48,121,108,13
SSC12570,Mendooran,1254,289,269,558,448,774,0,66,5,3,16,22,108,221,204,17
SSC12573,Merewether,1255,5469,5494,10963,9082,1830,563,684,672,252,2247,941,1563,6137,5882,255
SSC12574,Merewether Heights,1256,681,713,1394,1075,2173,0,119,85,37,273,125,178,659,641,18
SSC12575,Merimbula,1257,1691,1853,3544,3161,945,450,457,71,57,346,258,732,1524,1438,86
SSC12585,Merriwa,1258,868,894,1762,1412,1039,0,247,13,12,96,79,317,751,712,39
SSC12586,Merriwagga,1259,58,49,107,83,1025,0,16,0,3,5,10,10,57,57,0
SSC12587,Merrygoen,1260,65,49,114,104,1281,0,23,0,0,10,8,20,57,53,4
SSC12588,Merrylands,1261,15179,14472,29651,23339,1267,480,3137,1028,211,3179,2119,3157,12653,11389,1264
SSC12589,Merrylands West,1262,3165,3424,6589,5326,1123,500,796,178,53,588,439,811,2757,2506,251
SSC12590,Merungle Hill,1263,118,137,255,203,1211,0,55,4,4,11,19,38,113,110,3
SSC12592,Metford,1264,2261,2501,4762,3634,1217,0,311,40,32,268,286,988,2170,1957,213
SSC12598,Michelago,1265,282,276,558,436,2250,0,55,14,13,57,36,114,308,301,7
SSC12602,Middle Cove,1266,676,659,1335,1062,3250,0,81,129,35,325,94,79,667,636,31
SSC12603,Middle Dural,1267,525,486,1011,817,2576,0,86,41,11,137,91,170,519,500,19
SSC12607,Middleton Grange,1268,2560,2615,5175,3633,2124,520,413,159,33,597,408,618,2521,2401,120
SSC12612,Milbrodale,1269,54,65,119,93,1125,0,16,0,0,5,5,26,55,52,3
SSC12617,Miller,1270,1614,1626,3240,2535,739,400,544,20,5,73,142,334,903,763,140
SSC12618,Millers Forest,1271,178,156,334,287,1875,0,18,3,4,22,26,92,197,191,6
SSC12619,Millers Point,1272,754,727,1481,1411,3062,0,282,215,27,416,119,83,824,802,22
SSC12620,Millfield,1273,491,516,1007,782,1288,0,131,10,6,53,47,207,404,364,40
SSC12622,Millingandi,1274,228,222,450,403,770,0,58,7,6,41,22,94,158,155,3
SSC12623,Millthorpe,1275,607,646,1253,940,1597,0,96,44,31,154,92,210,609,585,24
SSC12625,Milperra,1276,1946,2005,3951,3158,1851,550,210,86,44,372,275,807,2011,1905,106
SSC12629,Milsons Point,1277,1049,1113,2162,1984,3107,0,258,351,63,709,180,85,1297,1254,43
SSC12630,Milton,1278,775,895,1670,1403,1110,0,298,31,38,142,114,312,590,569,21
SSC12633,Minchinbury,1279,2763,2857,5620,4414,2002,458,296,125,51,593,435,930,3060,2876,184
SSC12634,Mindaribba,1280,36,35,71,62,2250,0,3,0,4,4,14,17,48,48,0
SSC12638,Minmi,1281,378,366,744,571,1734,0,21,7,3,35,47,179,387,366,21
SSC12639,Minnamurra,1282,379,380,759,621,1508,640,58,30,18,93,65,169,334,323,11
SSC12640,Minnie Water,1283,133,104,237,198,919,0,24,12,6,16,17,50,79,74,5
SSC12641,Minore,1284,82,69,151,129,1517,0,9,0,0,15,7,36,82,78,4
SSC12642,Minto,1285,6175,6374,12549,9688,1383,405,1016,562,85,1129,790,1629,5765,5281,484
SSC12643,Minto Heights,1286,182,195,377,320,2374,0,43,12,3,36,32,73,194,191,3
SSC12645,Miranda,1287,7355,7930,15285,12496,1573,650,1315,581,185,1813,1329,2627,7592,7261,331
SSC12646,Mirannie,1288,34,36,70,58,1999,0,10,0,0,3,0,19,41,41,0
SSC12647,Mirrabooka,1289,361,370,731,602,1244,0,43,25,14,53,65,170,346,323,23
SSC12653,Mittagong,1290,2600,3168,5768,4870,1173,470,680,224,98,661,460,943,2497,2396,101
SSC12654,Moama,1291,2991,3170,6161,5078,1148,435,648,62,69,456,375,1119,2692,2584,108
SSC12655,Modanville,1292,318,307,625,507,1259,0,64,14,11,59,41,130,287,263,24
SSC12656,Mogareeka,1293,27,28,55,53,1125,0,7,0,0,9,6,16,22,22,0
SSC12660,Mogo,1294,164,164,328,266,938,0,59,0,0,17,16,71,137,120,17
SSC12669,Mollymook,1295,519,556,1075,938,1006,0,113,28,22,90,98,215,428,403,25
SSC12670,Mollymook Beach,1296,1183,1262,2445,2094,1026,0,247,63,51,273,202,519,935,886,49
SSC12671,Molong,1297,1241,1339,2580,2008,1168,0,235,31,21,189,164,481,1127,1083,44
SSC12672,Mona Vale,1298,5126,5546,10672,8772,2001,950,927,451,183,1680,1023,1702,5437,5279,158
SSC12681,Monivae,1299,21,12,33,24,1375,0,3,0,0,3,5,9,14,14,0
SSC12682,Monkerai,1300,30,36,66,51,900,0,3,0,0,6,8,17,30,30,0
SSC12683,Monteagle,1301,109,103,212,170,1149,0,15,3,0,20,4,33,110,104,6
SSC12684,Montecollum,1302,23,32,55,48,1291,0,5,3,0,15,10,14,29,29,0
SSC12685,Montefiores,1303,295,296,591,457,1125,0,78,6,0,34,30,115,236,227,9
SSC12686,Monterey,1304,2171,2361,4532,3726,1498,650,400,196,46,633,381,607,2252,2147,105
SSC12687,Mooball,1305,101,94,195,152,1083,0,33,5,0,12,12,41,79,71,8
SSC12697,Moonan Flat,1306,70,59,129,112,1020,0,23,0,0,9,9,32,59,59,0
SSC12699,Moonbi,1307,529,597,1126,933,1064,0,149,4,7,62,66,226,458,438,20
SSC12703,Moonee Beach,1308,970,965,1935,1483,1562,0,131,36,31,182,153,405,919,863,56
SSC12704,Mooney Mooney,1309,157,145,302,270,2031,0,20,13,3,46,29,73,181,174,7
SSC12710,Moore Creek,1310,1197,1177,2374,1716,2109,0,146,56,35,229,185,499,1245,1214,31
SSC12711,Moore Park,1311,16,14,30,25,2249,0,18,0,0,0,3,0,12,12,0
SSC12712,Moorebank,1312,4831,4914,9745,7366,1889,580,591,310,79,1077,730,1541,4764,4524,240
SSC12714,Moorland,1313,265,229,494,409,922,0,66,7,4,23,28,110,200,175,25
SSC12715,Moorong,1314,81,96,177,114,2399,0,14,3,3,26,8,21,79,76,3
SSC12723,Morisset,1315,1530,1689,3219,2855,799,395,467,62,17,196,189,657,950,849,101
SSC12724,Morisset Park,1316,354,386,740,583,1612,0,50,23,14,76,57,174,340,323,17
SSC12725,Morning Bay,1317,17,20,37,39,2249,0,12,6,0,4,0,0,15,15,0
SSC12726,Mororo,1318,40,47,87,68,1625,0,4,3,5,10,6,19,48,45,3
SSC12727,Morpeth,1319,636,761,1397,1175,1111,0,89,46,29,152,130,278,631,601,30
SSC12728,Mortdale,1320,5044,5376,10420,8615,1731,600,768,684,145,1721,839,1342,5697,5406,291
SSC12729,Mortlake,1321,499,566,1065,892,2228,0,112,90,16,205,101,126,616,594,22
SSC12732,Morts Estate,1322,318,305,623,506,931,0,62,3,3,20,35,125,259,230,29
SSC12734,Moruya,1323,1990,1990,3980,3391,873,380,475,52,48,269,250,841,1580,1480,100
SSC12738,Mosman,1324,13189,15290,28479,23461,2522,1563,2460,3317,723,7415,2308,1632,14566,13999,567
SSC12739,Moss Vale,1325,4153,4422,8575,6993,1228,460,750,218,138,782,617,1634,3859,3714,145
SSC12741,Mossy Point,1326,283,286,569,478,1380,0,33,18,34,75,51,122,261,252,9
SSC12745,Mount Annan,1327,5711,5997,11708,8716,2214,460,479,282,131,1076,948,2112,6563,6261,302
SSC12749,Mount Burrell,1328,109,108,217,185,665,0,35,3,3,18,23,40,85,72,13
SSC12750,Mount Colah,1329,3532,3561,7093,5626,2268,595,329,364,168,1156,660,1185,4026,3873,153
SSC12756,Mount Druitt,1330,8343,8385,16728,12486,1268,380,1365,627,105,1832,1083,1945,6937,6202,735
SSC12758,Mount Fairy,1331,113,98,211,164,1875,0,15,11,4,24,29,26,108,105,3
SSC12760,Mount Frome,1332,72,62,134,110,1437,0,20,4,0,21,10,25,68,64,4
SSC12761,Mount George,1333,160,127,287,233,749,0,35,3,0,7,12,58,114,98,16
SSC12765,Mount Hunter,1334,354,379,733,568,2009,0,56,22,4,65,40,176,404,381,23
SSC12766,Mount Hutton,1335,1667,1858,3525,2973,1174,420,284,53,37,257,286,729,1584,1494,90
SSC12768,Mount Keira,1336,846,819,1665,1314,2100,0,91,110,45,269,132,259,854,814,40
SSC12769,Mount Kembla,1337,508,558,1066,842,2325,0,58,54,32,156,79,196,562,543,19
SSC12771,Mount Knowles,1338,20,19,39,30,1625,0,7,0,0,3,0,8,16,16,0
SSC12773,Mount Lambie,1339,44,37,81,64,1583,0,14,0,0,10,5,13,40,40,0
SSC12774,Mount Lewis,1340,575,620,1195,967,1302,460,120,31,7,113,67,118,450,414,36
SSC12782,Mount Ousley,1341,826,773,1599,1291,1784,0,87,91,27,253,151,236,790,750,40
SSC12783,Mount Panorama,1342,58,58,116,97,2250,0,31,4,0,17,3,16,39,39,0
SSC12784,Mount Pleasant,1343,680,688,1368,1075,2258,0,80,135,37,247,95,175,686,659,27
SSC12785,Mount Pritchard,1344,4937,5018,9955,7822,1191,400,1109,108,37,613,580,1350,4047,3609,438
SSC12786,Mount Rankin,1345,200,183,383,309,1906,0,36,18,7,38,30,83,203,200,3
SSC12788,Mount Riverview,1346,1488,1539,3027,2385,1987,0,127,137,89,407,304,563,1574,1501,73
SSC12794,Mount Thorley,1347,37,28,65,56,2187,0,4,0,0,0,5,14,29,29,0
SSC12795,Mount Tomah,1348,46,32,78,66,1083,0,7,4,3,16,10,13,36,36,0
SSC12796,Mount Vernon,1349,618,577,1195,974,2565,0,134,26,7,114,70,229,639,621,18
SSC12797,Mount Victoria,1350,509,509,1018,840,1065,0,110,33,30,131,81,189,442,412,30
SSC12798,Mount View,1351,62,62,124,105,2150,0,43,9,0,11,15,16,51,51,0
SSC12799,Mount Vincent,1352,192,171,363,300,1875,0,28,10,10,40,27,93,181,175,6
SSC12800,Mount Warning,1353,54,43,97,92,487,0,22,0,0,7,8,24,30,20,10
SSC12801,Mount Warrigal,1354,2428,2476,4904,3998,1156,0,406,50,40,252,320,1041,1992,1790,202
SSC12803,Mount White,1355,95,83,178,164,954,0,16,0,0,16,10,50,100,97,3
SSC12812,Mudgee,1356,5333,5594,10927,8497,1256,390,1172,119,105,809,587,2212,4925,4640,285
SSC12813,Mulbring,1357,284,309,593,490,1454,0,51,16,5,42,51,148,268,256,12
SSC12814,Mulgoa,1358,951,949,1900,1521,2217,548,176,50,21,197,151,353,961,920,41
SSC12815,Mulgrave,1359,51,35,86,76,2062,0,10,0,0,3,6,24,50,50,0
SSC12820,Mullaley,1360,83,75,158,130,1024,0,14,0,0,12,13,28,83,72,11
SSC12822,Mullaway,1361,279,286,565,446,1228,0,57,12,11,57,47,118,251,234,17
SSC12826,Mullion Creek,1362,271,283,554,425,1795,0,43,6,3,53,25,138,278,270,8
SSC12828,Mullumbimby,1363,1652,1943,3595,2939,998,610,433,95,70,419,317,544,1497,1398,99
SSC12830,Mulwala,1364,1066,1098,2164,1821,1028,0,264,19,21,98,133,459,897,863,34
SSC12832,Mumbil,1365,147,147,294,233,710,0,49,5,0,5,11,49,97,83,14
SSC12836,Mummulgum,1366,50,43,93,67,966,0,3,0,0,3,3,19,48,42,6
SSC12837,Mundamia,1367,39,32,71,70,1375,0,11,0,0,4,3,13,32,29,3
SSC12843,Mungindi,1368,302,296,598,427,1229,0,68,0,9,34,28,76,258,242,16
SSC12850,Murrami,1369,130,102,232,166,1262,0,15,0,0,18,8,48,121,114,7
SSC12852,Murray Downs,1370,130,135,265,224,1666,0,34,6,0,17,22,35,138,135,3
SSC12854,Murrays Beach,1371,306,324,630,466,2070,0,29,39,13,111,64,106,292,278,14
SSC12858,Murringo,1372,188,172,360,304,1138,0,21,10,0,37,25,76,179,164,15
SSC12860,Murrumbateman,1373,1610,1608,3218,2440,2822,0,169,208,111,451,286,437,1804,1749,55
SSC12863,Murrumburrah,1374,54,50,104,92,1062,0,4,3,0,6,11,22,54,54,0
SSC12864,Murrurundi,1375,483,554,1037,863,824,0,137,17,7,46,73,176,402,372,30
SSC12866,Murwillumbah,1376,3282,3750,7032,5704,957,450,786,106,96,540,470,1300,2788,2584,204
SSC12867,Muscle Creek,1377,168,151,319,226,2410,0,24,3,4,16,24,77,178,174,4
SSC12868,Muswellbrook,1378,6183,5889,12072,9309,1331,380,1212,120,71,566,539,2431,5379,4860,519
SSC12870,Muttama,1379,66,62,128,104,1416,0,27,0,3,3,8,32,62,59,3
SSC12875,Mylestom,1380,165,178,343,303,974,0,24,8,6,27,25,74,147,140,7
SSC12876,Mylneford,1381,43,36,79,66,1062,0,9,0,0,11,4,20,32,29,3
SSC12877,Myocum,1382,461,525,986,816,1139,0,125,35,14,182,97,137,458,432,26
SSC12878,Myola,1383,54,57,111,107,816,0,30,3,0,8,5,23,24,24,0
SSC12879,Myrtle Creek,1384,42,45,87,76,1041,0,5,0,0,3,4,17,37,37,0
SSC12885,Nabiac,1385,646,606,1252,1015,972,0,101,4,10,46,67,284,509,462,47
SSC12887,Nambucca Heads,1386,2998,3327,6325,5479,735,350,878,43,67,325,368,1272,1864,1649,215
SSC12889,Nana Glen,1387,514,536,1050,851,1231,400,89,11,20,76,70,257,519,474,45
SSC12895,Narara,1388,3866,4062,7928,6367,1531,450,514,187,101,755,670,1668,4179,3926,253
SSC12896,Narellan,1389,1746,1867,3613,2916,1519,0,259,58,37,222,243,781,1857,1766,91
SSC12897,Narellan Vale,1390,3483,3715,7198,5519,1969,0,361,128,68,543,517,1426,4035,3840,195
SSC12898,Naremburn,1391,2811,3081,5892,4691,2627,1000,412,627,170,1537,490,401,3385,3266,119
SSC12900,Narooma,1392,1325,1281,2606,2301,777,0,331,51,35,207,187,533,882,828,54
SSC12901,Narrabarba,1393,9,5,14,12,850,0,0,0,0,0,0,5,4,4,0
SSC12902,Narrabeen,1394,3895,4311,8206,7162,1582,1050,1014,342,152,1276,859,1374,4157,4044,113
SSC12903,Narrabri,1395,3709,3897,7606,6018,1317,350,906,103,74,496,361,1337,3612,3405,207
SSC12906,Narrandera,1396,2140,2237,4377,3529,963,240,662,31,34,228,209,703,1769,1650,119
SSC12909,Narrawallee,1397,600,641,1241,1047,947,0,101,34,16,109,101,285,504,472,32
SSC12910,Narraweena,1398,3148,3459,6607,5352,1577,750,604,194,79,735,537,1070,3094,2993,101
SSC12911,Narromine,1399,2295,2400,4695,3644,1086,308,508,29,29,289,225,830,2023,1866,157
SSC12912,Narwee,1400,2724,2898,5622,4595,1308,585,508,291,50,754,421,565,2561,2335,226
SSC12913,Nashdale,1401,206,200,406,306,1713,0,32,17,8,48,33,70,208,201,7
SSC12917,Neath,1402,244,252,496,412,691,0,74,0,0,10,20,92,138,117,21
SSC12920,Nelligen,1403,163,176,339,297,1033,0,21,3,4,24,31,96,169,157,12
SSC12922,Nelson,1404,230,217,447,391,1767,0,29,10,4,41,32,104,240,237,3
SSC12923,Nelson Bay,1405,2886,2935,5821,4924,1141,0,523,139,81,508,521,1295,2588,2384,204
SSC12926,Nemingha,1406,353,316,669,548,1375,0,59,8,3,45,47,175,363,347,16
SSC12929,Nerong,1407,59,50,109,95,733,0,9,0,0,4,3,27,27,24,3
SSC12934,Neutral Bay,1408,4920,5566,10486,9183,2301,850,1069,1289,321,3107,947,739,6597,6357,240
SSC12936,Nevertire,1409,97,90,187,148,1458,0,23,4,0,13,7,32,99,93,6
SSC12938,New Berrima,1410,276,310,586,454,1164,0,61,4,4,17,33,143,290,278,12
SSC12939,New Brighton,1411,174,179,353,293,1160,0,50,22,10,48,42,46,154,143,11
SSC12941,New Italy,1412,98,81,179,156,1160,0,32,6,6,17,14,41,79,73,6
SSC12942,New Lambton,1413,4836,5211,10047,8054,1449,455,584,432,201,1491,818,1633,5118,4827,291
SSC12943,New Lambton Heights,1414,1232,1224,2456,1944,2295,0,122,202,58,494,219,317,1306,1241,65
SSC12948,Newbridge,1415,95,90,185,159,1031,0,26,10,6,19,9,39,90,83,7
SSC12949,Newcastle,1416,1450,1310,2760,2609,1849,0,389,285,76,655,225,361,1636,1550,86
SSC12950,Newcastle East,1417,518,486,1004,893,1523,0,86,106,18,234,80,112,538,507,31
SSC12951,Newcastle West,1418,337,279,616,590,1306,0,100,33,20,119,54,94,344,309,35
SSC12953,Newington,1419,2869,2935,5804,4382,2306,0,326,573,110,1346,433,351,3062,2929,133
SSC12956,Newport,1420,4567,4732,9299,7554,2066,875,525,458,177,1690,1023,1436,5106,4936,170
SSC12957,Newrybar,1421,225,216,441,373,1468,0,50,27,8,63,46,74,224,220,4
SSC12960,Newtown,1422,7523,7503,15026,13585,2080,750,1610,1823,460,4252,1069,1148,9805,9359,446
SSC12961,Niagara Park,1423,1374,1376,2750,2160,1482,450,174,48,35,261,209,561,1406,1316,90
SSC12965,Nimbin,1424,744,738,1482,1246,651,0,244,37,20,159,135,254,497,420,77
SSC12966,Nimmitabel,1425,164,153,317,265,786,0,37,4,0,27,25,56,124,118,6
SSC12972,Nooroo,1426,24,32,56,46,1458,0,8,0,0,0,5,8,26,23,3
SSC12973,Norah Head,1427,556,579,1135,962,1567,410,70,26,30,119,93,263,541,510,31
SSC12974,Noraville,1428,1411,1505,2916,2396,1194,0,260,32,30,177,207,661,1332,1244,88
SSC12975,Nords Wharf,1429,462,429,891,716,1485,0,51,22,10,90,84,204,449,425,24
SSC12976,Normanhurst,1430,2529,2756,5285,4218,2140,650,321,472,138,1010,410,503,2588,2469,119
SSC12977,North Albury,1431,2993,3066,6059,4896,959,0,733,72,76,372,348,1218,2626,2384,242
SSC12979,North Arm Cove,1432,223,218,441,387,1097,0,47,6,4,39,45,109,158,145,13
SSC12980,North Avoca,1433,1099,1100,2199,1774,2215,575,144,112,59,368,216,337,1206,1154,52
SSC12981,North Balgowlah,1434,1784,1875,3659,2548,3119,0,144,253,88,709,305,358,1835,1769,66
SSC12982,North Batemans Bay,1435,278,280,558,497,929,0,67,14,4,39,31,122,235,215,20
SSC12983,North Boambee Valley,1436,910,1096,2006,1667,1238,0,362,35,22,190,137,338,763,729,34
SSC12984,North Bondi,1437,4495,4672,9167,7246,2544,1250,879,721,195,2420,674,709,5140,4955,185
SSC12988,North Curl Curl,1438,2065,2047,4112,3083,2768,1055,272,225,76,745,317,516,2063,2002,61
SSC12989,North Dorrigo,1439,96,92,188,159,1093,0,15,8,3,7,5,32,92,82,10
SSC12990,North Epping,1440,2210,2317,4527,3627,2539,650,249,511,140,965,335,390,2357,2257,100
SSC12991,North Gosford,1441,1803,1890,3693,3009,1195,0,333,95,42,380,289,739,1821,1677,144
SSC12992,North Haven,1442,847,823,1670,1496,741,0,225,15,11,76,75,387,499,449,50
SSC12993,North Lambton,1443,1649,1655,3304,2750,1275,400,187,137,47,403,263,602,1664,1491,173
SSC12994,North Lismore,1444,415,355,770,646,883,0,100,11,14,63,49,148,326,279,47
SSC12995,North Macksville,1445,285,312,597,511,904,0,81,0,4,35,33,125,216,200,16
SSC12996,North Macquarie,1446,16,14,30,23,3249,0,0,0,0,3,3,4,18,18,0
SSC12997,North Manly,1447,1543,1548,3091,2343,2571,0,203,181,53,491,253,354,1638,1568,70
SSC12998,North Narooma,1448,301,318,619,535,1039,0,55,9,12,74,44,157,216,205,11
SSC12999,North Narrabeen,1449,2903,2948,5851,4529,2177,0,419,209,99,742,555,1054,3160,3066,94
SSC13000,North Nowra,1450,2824,2969,5793,4661,1159,428,538,98,93,455,484,1224,2516,2382,134
SSC13001,North Parramatta,1451,6571,6670,13241,10909,1524,500,1496,941,215,2290,1038,1320,6618,6116,502
SSC13002,North Richmond,1452,2344,2632,4976,4024,1426,0,325,81,45,382,396,1018,2397,2286,111
SSC13003,North Rocks,1453,3863,4100,7963,6329,2131,550,398,579,159,1456,730,971,3969,3801,168
SSC13004,North Rothbury,1454,440,460,900,636,1600,0,78,5,9,62,47,202,447,424,23
